	
		Risultati incontri
		2a di Serie A
		1a Camp. (1a Andata) Serie A
		Team Fly						Real Sivori
	R	Nome	Voto	Mod	Tot		R	Nome	Voto	Mod	Tot
	As	ARNAUTOVIC Marko	sv/ng	0	sv/ng	Cs	PASALIC Mario	sv/ng	0	sv/ng
	P	SKORUPSKI Lukasz	7	-1	6	Cs	ROVELLA Nicolo`	sv/ng	0	sv/ng
	D	LAZZARI Manuel	5	0	5	P	PINSOGLIO Carlo	sv/ng	0	sv/ng
	D	TOMORI Fikayo	6,5	0	6,5	D	MARI` Pablo	6,5	0	6,5
	D	KALULU Pierre	sv/ng	0	sv/ng	D	ZAPPA Gabriele	5,5	0	5,5
	C	MORO Nikola	6	0	6	D	MARTIN Aaron	6	0	6
	C	LOPEZ Maxime Baila	4	-1	3	C	ELMAS Eljif	sv/ng	0	sv/ng
	C	RICCI Samuele	6	1	7	A	CHEDDIRA Walid	6	0	6
	A	PETAGNA Andrea	sv/ng	0	sv/ng	A	PAVOLETTI Leonardo	5,5	0	5,5
	A	LAURIENTE` Armand	5,5	0	5,5	A	PEDRO Rodriguez Ledesma	sv/ng	0	sv/ng
	p	BERARDI Alessandro	sv/ng	0	sv/ng	p	SZCZESNY Wojciech	sv/ng	0	sv/ng
	d	PALOMINO Jose` Luis	sv/ng	0	sv/ng	d	PEDERSEN Marcus Holmgren	5	0	5
	c	BARAK Antonin	sv/ng	0	sv/ng	c	LAZOVIC Darko	sv/ng	0	sv/ng
	c	TAMEZE Adrien Aoutsa	sv/ng	0	sv/ng	a	LAPADULA Gianluca	sv/ng	0	sv/ng
	
		Risultati incontri
		2a di Serie A
		1a Camp. (1a Andata) Serie C
		11 Outsiders A.S.D.						FC Teruns
	R	Nome	Voto	Mod	Tot		R	Nome	Voto	Mod	Tot
	P	SOMMER Yann	6,5	0,5	7	P	MUSSO Juan Agustin	5,5	-2	3,5
	D	BREMER Gleison Silva Nascimento	5	0	5	D	DOIG Josh Thomas	6	0	6
	D	CARLOS AUGUSTO Zopolato Neves	6	0	6	D	KRISTENSEN Rasmus Nissen	5	0	5
	D	ROMAGNOLI Alessio	5	0	5	D	MARTIN Aaron	6	0	6
	C	CIURRIA Patrick	7	1	8	D	TOMORI Fikayo	6,5	0	6,5
	C	FRATTESI Davide	6	0	6	C	LOVRIC Sandi	6	-0,5	5,5
	C	LOBOTKA Stanislav	6,5	0	6,5	C	STREFEZZA Gabriel Tadeu	6	0	6
	C	ZAMBO ANGUISSA Andre`-Frank	6,5	0	6,5	C	WEAH Timothy Tarpeh	5,5	0	5,5
	A	ANDERSON Felipe	5	0	5	C	ZIELINSKI Piotr Sebastian	6	0	6
	A	DIA Boulaye	7	3	10	A	GIROUD Olivier Jonathan	7	4	11
	A	ZACCAGNI Mattia	5,5	-0,5	5	A	SCAMACCA Gianluca	6	0	6
				Parziale squadra	70					Parziale squadra	67
				Totale squadra	71					Totale squadra	67,5
				Gol	1					Gol	1
	
		Sostituiti, panchina e tribuna				Sostituiti, panchina e tribuna		
	P	FALCONE Wladimiro	6	-2	4	P	CARNESECCHI Marco	sv/ng	0	sv/ng
	D	MARIO RUI Silva Duarte	sv/ng	0	sv/ng	D	PEREZ Patricio Nehuen	6,5	0	6,5
	D	PARISI Fabiano	5,5	0	5,5	D	POSCH Stefan	6	-0,5	5,5
	D	BIJOL Jaka	6	0	6	D	OYONO Anthony Henri	6,5	0	6,5
	C	ELMAS Eljif	sv/ng	0	sv/ng	C	FERGUSON Lewis	7	3	10
	C	LINETTY Karol	5	-0,5	4,5	C	MARIN Razvan Gabriel	6	0	6
	A	ORSOLINI Riccardo	5,5	0	5,5	C	MBOULA Jordi	sv/ng	0	sv/ng
	p	AUDERO Emil	sv/ng	0	sv/ng	A	CASTELLANOS Valentin Mariano	5,5	0	5,5
	d	DJIDJI Levy Koffi	sv/ng	0	sv/ng	A	GUDMUNDSSON Albert	7,5	0	7,5
	d	HYSAJ Elseid	sv/ng	0	sv/ng	A	OKAFOR Noah Arinzechukwu	6	0	6
	c	BENNACER Ismael	sv/ng	0	sv/ng	p	MARTINEZ Josep	6,5	0,5	7
	c	MARCOS ANTONIO Silva Santos	sv/ng	0	sv/ng	d	LYKOGIANNIS Charalampos	6	0	6
	a	ABRAHAM Tammy	sv/ng	0	sv/ng	c	NDOYE Dan Assane	7	0	7
	a	VERDI Simone	sv/ng	0	sv/ng	a	BERARDI Domenico	sv/ng	0	sv/ng
	
		Risultati incontri
		2a di Serie A
		1a Camp. (1a Andata) Serie C
		Liverposs						Real Colly
	R	Nome	Voto	Mod	Tot		R	Nome	Voto	Mod	Tot
	P	SILVESTRI Marco	6	-1	5	P	PERIN Mattia	6,5	-1	5,5
	D	MILENKOVIC Nikola	6	0	6	D	EBUEHI Tyronne Efe	5	0	5
	D	SCALVINI Giorgio	5	0	5	D	MAZZOCCHI Pasquale	5	0	5
	D	VOJVODA Mergim	5,5	0	5,5	DR	BRADARIC Domagoj	6	-0,5	5,5
	C	BONAVENTURA Giacomo	5,5	0	5,5	C	EL SHAARAWY Stephan	6,5	0	6,5
	C	COULIBALY Lassana	6	0	6	C	KRUNIC Rade	6,5	0	6,5
	C	DE ROON Marten	5	-0,5	4,5	C	PESSINA Matteo	6,5	0	6,5
	C	RICCI Samuele	6	1	7	C	THAUVIN Florian Tristan	6,5	0	6,5
	CR	LOCATELLI Manuel	5,5	0	5,5	A	DE KETELAERE Charles	5,5	0	5,5
	A	BAEZ Jaime	6	0	6	A	IMMOBILE Ciro	5,5	-0,5	5
	A	OSIMHEN Victor James	7	2	9	A	PULISIC Christian Mate	7,5	3	10,5
				Parziale squadra	65					Parziale squadra	68
				Totale squadra	66,5					Totale squadra	68
				Gol	1					Gol	1
	
		Sostituiti, panchina e tribuna				Sostituiti, panchina e tribuna		
	Cs	PASALIC Mario	sv/ng	0	sv/ng	Ds	VITI Mattia	sv/ng	0	sv/ng
	P	CONSIGLI Andrea	6,5	-2	4,5	A	SIMEONE Giovanni Pablo	sv/ng	0	sv/ng
	A	MILIK Arkadiusz	6	0	6	P	DI GREGORIO Michele	7	0,5	7,5
	A	PAVOLETTI Leonardo	5,5	0	5,5	D	TOLOI Rafael	sv/ng	0	sv/ng
	A	RASPADORI Giacomo	6	-2	4	D	D`AMBROSIO Danilo	6	0	6
	C	KYRIAKOPOULOS Georgios	sv/ng	0	sv/ng	C	SENSI Stefano	sv/ng	0	sv/ng
	C	CUADRADO Juan Guillermo	6,5	0	6,5	C	DUDA Ondrej	6,5	4	10,5
	D	SPINAZZOLA Leonardo	5,5	0	5,5	C	POBEGA Tommaso	sv/ng	0	sv/ng
	D	RUGGERI Matteo	5	0	5	A	PUSCAS George Alexandru	sv/ng	0	sv/ng
	D	KAMARA Hassane	6	0	6	p	GORI Stefano	sv/ng	0	sv/ng
	p	PADELLI Daniele	sv/ng	0	sv/ng	d	ACERBI Francesco	sv/ng	0	sv/ng
	d	AUGELLO Tommaso	5,5	0	5,5	d	BETTELLA Davide	sv/ng	0	sv/ng
	d	CAMBIASO Andrea	5,5	0	5,5	c	CASTROVILLI Gaetano	sv/ng	0	sv/ng
	a	BARROW Musa	sv/ng	0	sv/ng	a	LAPADULA Gianluca	sv/ng	0	sv/ng
	
		Risultati incontri
		2a di Serie A
		1a Camp. (1a Andata) Serie C
		Dellimellow FC						Shamalaya FC
	R	Nome	Voto	Mod	Tot		R	Nome	Voto	Mod	Tot
	P	PROVEDEL Ivan	5,5	-1	4,5	PR	OCHOA Francisco Guillermo	7	-1	6
	D	DI LORENZO Giovanni	7,5	3	10,5	D	BASCHIROTTO Federico	6	0	6
	D	MANCINI Gianluca	5,5	0	5,5	D	CALABRIA Davide	6,5	0	6,5
	D	RRAHMANI Amir	6,5	0	6,5	D	DJIMSITI Berat	6	0	6
	D	THIAW Malick Laye	6,5	-0,5	6	C	AOUAR Houssem	6	2,5	8,5
	C	CHUKWUEZE Samuel Chimerenka	6	0	6	C	ARTHUR Ramos de Oliveira	6	1	7
	C	PAREDES Leandro Daniel	4,5	0	4,5	C	BARELLA Nicolo`	6	0	6
	C	RABIOT Adrien	5	-0,5	4,5	C	REIJNDERS Tijjani	7	0	7
	A	BELOTTI Andrea	6	0	6	A	DYBALA Paulo Bruno	5	-0,5	4,5
	A	GONZALEZ Nicolas Ivan	6,5	3	9,5	A	LAURIENTE` Armand	5,5	0	5,5
	A	LEAO Rafael Alexandre	7	1	8	A	LOOKMAN Ademola Olajade	4,5	-0,5	4
				Parziale squadra	71,5					Parziale squadra	67
				Totale squadra	74					Totale squadra	67
				Gol	2					Gol	1
	
		Sostituiti, panchina e tribuna				Sostituiti, panchina e tribuna		
	P	MONTIPO` Lorenzo	6,5	-1	5,5	Ps	TERRACCIANO Pietro	sv/ng	0	sv/ng
	D	OLIVERA Mathias	6	0	6	D	BAKKER Mitchel	sv/ng	0	sv/ng
	D	CASALE Nicolo`	4,5	0	4,5	D	RANIERI Luca	sv/ng	0	sv/ng
	D	BUONGIORNO Alessandro	5	0	5	D	LUPERTO Sebastiano	5,5	0	5,5
	C	WALACE Souza Silva	6	-0,5	5,5	C	MIRETTI Fabio	sv/ng	0	sv/ng
	C	DOMINGUEZ Nicolas Martin	6	0	6	C	ROVELLA Nicolo`	sv/ng	0	sv/ng
	C	RAFIA Hamza	7	3	10	C	LAZOVIC Darko	sv/ng	0	sv/ng
	A	CAPUTO Francesco	5	0	5	A	RETEGUI Mateo	6,5	3	9,5
	A	MALINOVSKYI Ruslan	6	-0,5	5,5	A	MOTA CARVALHO Dany	7	0	7
	A	DEULOFEU Gerard	sv/ng	0	sv/ng	p	CHRISTENSEN Oliver	6	-2	4
	p	SEPE Luigi	sv/ng	0	sv/ng	d	HATEBOER Hans	sv/ng	0	sv/ng
	d	NDICKA Obite Evan	sv/ng	0	sv/ng	d	OBERT Adam	5	0	5
	c	MUSAH Yunus Dimoara	6	0	6	c	SANCHES Renato Junior	sv/ng	0	sv/ng
	c	SABIRI Abdelhamid	sv/ng	0	sv/ng	a	KAIO JORGE Pinto Ramos	sv/ng	0	sv/ng
	
		Risultati incontri
		2a di Serie A
		1a Camp. (1a Andata) Serie C
		Nankatsu						Paris San Gonzen
	R	Nome	Voto	Mod	Tot		R	Nome	Voto	Mod	Tot
	P	MERET Alex	6	0,5	6,5	PU	Riserva Ufficio	0	0	3
	D	ALEX SANDRO Lobo Silva	5	0	5	D	DARMIAN Matteo	6	0	6
	D	LAZZARI Manuel	5	0	5	D	DIMARCO Federico	6,5	1	7,5
	DR	MARUSIC Adam	5	0	5	D	LLORENTE Diego Javier	5	0	5
	C	CANDREVA Antonio	7	0,5	7,5	C	CHIESA Federico	5,5	0	5,5
	C	KOOPMEINERS Teun	5	0	5	C	ILIC Ivan	5	-0,5	4,5
	C	LOFTUS-CHEEK Ruben Ira	7	1	8	C	PELLEGRINI Lorenzo	5,5	-0,5	5
	CR	EDERSON Jose` dos Santos	6,5	1	7,5	C	SAMARDZIC Lazar Vujadin	7	3	10
	A	ALMQVIST Pontus Skule	6,5	0	6,5	A	BELTRAN Lucas	6,5	0	6,5
	A	VLAHOVIC Dusan	7	3	10	A	KVARATSKHELIA Khvicha	7	1	8
	AR	ZIRKZEE Joshua Orobosa	7	1	8	A	ZAPATA Duvan Esteban	6	3	9
				Parziale squadra	74					Parziale squadra	70
				Totale squadra	75					Totale squadra	70
				Gol	2					Gol	1
	
		Sostituiti, panchina e tribuna				Sostituiti, panchina e tribuna		
	Ds	BIRAGHI Cristiano	sv/ng	0	sv/ng	Ps	SZCZESNY Wojciech	sv/ng	0	sv/ng
	Cs	KOSTIC Filip	sv/ng	0	sv/ng	P	PINSOGLIO Carlo	sv/ng	0	sv/ng
	As	ARNAUTOVIC Marko	sv/ng	0	sv/ng	D	NATAN Bernardo de Souza	sv/ng	0	sv/ng
	A	KOUAME` Christian Michael	sv/ng	0	sv/ng	D	GENDREY Valentin Andre`	6	-0,5	5,5
	C	AEBISCHER Michel	6,5	0	6,5	D	BELLANOVA Raoul	5,5	0	5,5
	D	ZAPPA Gabriele	5,5	0	5,5	C	NANDEZ Nahitan Michel	6,5	0	6,5
	D	KOLASINAC Sead	6,5	0	6,5	C	HARROUI Abderrahman	6,5	3	9,5
	D	DODO` Domilson Cordeiro	6	0	6	C	GONZALEZ Joan	5,5	0	5,5
	D	BASTONI Alessandro	6	0	6	A	THURAM Marcus Lilian	7	1	8
	P	MILINKOVIC-SAVIC Vanja	6	-4,5	1,5	A	CAMBIAGHI Nicolo`	5,5	0	5,5
	p	SKORUPSKI Lukasz	7	-1	6	A	SHOMURODOV Eldor Azamat	sv/ng	0	sv/ng
	c	BARAK Antonin	sv/ng	0	sv/ng	p	CRAGNO Alessio	sv/ng	0	sv/ng
	c	ILING-JUNIOR Samuel	6,5	1	7,5	d	ERLIC Martin	5	0	5
	a	KARLSSON Karl Jesper	5,5	0	5,5	d	HEFTI Silvan	6	0	6
						c	MAGGIORE Giulio	sv/ng	0	sv/ng
	
		Risultati incontri
		2a di Serie A
		1a Camp. (1a Andata) Serie C
		Giannopulos F.C.						SegaTori FC
	R	Nome	Voto	Mod	Tot		R	Nome	Voto	Mod	Tot
	P	MAIGNAN Mike Peterson	6	-1	5	P	RUI PATRICIO Pedro dos Santos	5	-2	3
	D	DANILO Luiz da Silva	6,5	0	6,5	D	DE VRIJ Stefan	6,5	0	6,5
	D	HERNANDEZ Theo Bernard	7	2,5	9,5	D	DUMFRIES Denzel Justus	6,5	3	9,5
	D	SCHUURS Perr	5	3	8	D	JUAN JESUS Guilherme Nunes	6,5	0	6,5
	C	CALHANOGLU Hakan	6,5	0	6,5	D	SMALLING Christopher Lloyd	5	0	5
	C	COLPANI Andrea	8	6	14	C	DUNCAN Joseph Alfred	7	4	11
	C	FAGIOLI Nicolo`	5,5	0	5,5	C	LUIS ALBERTO Romero Alconchel	6	0	6
	C	KAMADA Daichi	5	0	5	C	MKHITARYAN Henrikh	6	-0,5	5,5
	A	NZOLA M`Bala	5,5	0	5,5	C	ZAPPACOSTA Davide	5	0	5
	A	POLITANO Matteo	6,5	0	6,5	A	MARTINEZ Lautaro Javier	7	3	10
	A	SANABRIA Arnaldo Antonio Ayala	6	0	6	A	PINAMONTI Andrea	4,5	0	4,5
				Parziale squadra	78					Parziale squadra	72,5
				Totale squadra	79					Totale squadra	73
				Gol	3					Gol	2
	
		Sostituiti, panchina e tribuna				Sostituiti, panchina e tribuna		
	P	SPORTIELLO Marco	sv/ng	0	sv/ng	P	SVILAR Mile	sv/ng	0	sv/ng
	D	MARCHIZZA Riccardo	6,5	1	7,5	D	KARSDORP Rick	5,5	0	5,5
	D	FLORENZI Alessandro	sv/ng	0	sv/ng	D	RODRIGUEZ Ricardo Ivan	5	0	5
	D	DRAGUSIN Radu Matei	6,5	0	6,5	C	MANDRAGORA Rolando	5,5	0	5,5
	C	GAGLIARDINI Roberto	7,5	0	7,5	C	AMRABAT Sofyan	sv/ng	0	sv/ng
	C	KASTANOS Grigoris	6	0	6	A	CAPRARI Gianluca	6,5	0	6,5
	A	VLASIC Nikola	5	0	5	A	PETAGNA Andrea	sv/ng	0	sv/ng
	A	RADONJIC Nemanja	5	0	5	p	BOER Pietro	sv/ng	0	sv/ng
	C	FOLORUNSHO Michael Ijemuan	5,5	0	5,5	d	GATTI Federico	sv/ng	0	sv/ng
	p	MIRANTE Antonio	sv/ng	0	sv/ng	d	MARI` Pablo	6,5	0	6,5
	d	IZZO Armando	6,5	-0,5	6	c	HENDERSON Liam	sv/ng	0	sv/ng
	d	PEDERSEN Marcus Holmgren	5	0	5	c	MESSIAS Junior Walter	sv/ng	0	sv/ng
	c	POGBA Paul Labile	6,5	0	6,5	a	MALDINI Daniel	sv/ng	0	sv/ng
	a	KRSTOVIC Nikola	7	3	10	a	ORIGI Divock Okoth	sv/ng	0	sv/ng
EOF
